iter	Passed	Remaining
455	514	10772
456	515	10769
457	516	10765
458	517	10762
459	518	10760
460	519	10758
461	520	10754
462	521	10752
463	523	10750
464	524	10748
465	525	10746
466	526	10742
467	527	10740
468	528	10736
469	529	10734
470	530	10730
471	531	10729
472	532	10727
473	533	10725
474	534	10723
475	535	10719
476	536	10717
477	537	10716
478	539	10714
479	540	10713
480	541	10711
481	542	10707
482	543	10705
483	544	10702
484	545	10699
485	546	10696
486	547	10693
487	548	10689
488	549	10687
489	550	10684
490	551	10680
491	552	10679
492	553	10677
493	554	10676
494	555	10673
495	556	10670
496	557	10668
497	559	10666
498	560	10664
499	561	10661
500	562	10660
501	563	10657
502	564	10655
503	565	10653
504	566	10650
505	567	10648
506	568	10646
507	569	10644
508	570	10643
509	571	10641
510	572	10639
511	574	10638
512	575	10639
513	576	10636
514	577	10636
515	578	10635
516	579	10632
517	580	10631
518	581	10630
519	583	10629
520	584	10630
521	585	10628
522	586	10625
523	587	10623
524	588	10622
525	589	10619
526	590	10618
527	591	10616
528	592	10614
529	594	10615
530	595	10615
531	596	10613
532	597	10611
533	598	10605
534	599	10603
535	600	10602
536	601	10600
537	602	10597
538	603	10595
539	604	10593
540	605	10591
541	606	10589
542	607	10588
543	609	10586
544	610	10585
545	611	10584
546	612	10582
547	613	10580
548	614	10579
549	615	10578
550	616	10577
551	617	10574
552	618	10573
553	620	10571
554	621	10570
555	622	10569
556	623	10569
557	624	10567
558	625	10565
559	626	10563
560	627	10561
561	628	10559
562	629	10557
563	630	10555
564	631	10553
565	633	10551
566	634	10548
567	635	10547
568	636	10545
569	637	10542
570	638	10541
571	639	10539
572	640	10538
573	641	10536
574	642	10534
575	643	10533
576	644	10531
577	645	10529
578	647	10527
579	648	10526
580	649	10525
581	650	10523
582	651	10520
583	652	10518
584	653	10518
585	654	10517
586	655	10516
587	656	10513
588	657	10511
589	659	10511
590	660	10509
591	661	10506
592	662	10503
593	663	10502
594	664	10500
595	665	10498
596	666	10496
597	667	10495
598	668	10493
599	669	10490
600	670	10488
601	671	10486
602	672	10484
603	673	10481
604	674	10480
605	675	10478
606	677	10477
607	678	10475
608	679	10472
609	680	10471
610	681	10469
611	682	10467
612	683	10465
613	684	10464
